"tenure","monthlycharges","churn","churn_risk"
23,"19.65","No","Low Risk"
23,"19.6","No","Low Risk"
23,"19.5","No","Low Risk"
23,"19.3","No","Low Risk"
22,"104.6","No","Low Risk"
22,"100.65","No","Low Risk"
22,"100.05","No","Low Risk"
22,"95.9","No","Low Risk"
22,"95.1","No","Low Risk"
22,"94.95","No","Low Risk"
22,"93.2","No","Low Risk"
22,"89.75","No","Low Risk"
22,"89.1","No","Low Risk"
22,"89.05","No","Low Risk"
22,"57.95","No","Low Risk"
22,"56.75","No","Low Risk"
22,"56.25","No","Low Risk"
22,"55.1","No","Low Risk"
22,"54.7","No","Low Risk"
22,"51.1","No","Low Risk"
22,"50.6","No","Low Risk"
22,"50.35","No","Low Risk"
22,"49.8","No","Low Risk"
22,"49.45","No","Low Risk"
22,"39.2","No","Low Risk"
22,"26.25","No","Low Risk"
22,"25.6","No","Low Risk"
22,"25.25","No","Low Risk"
22,"25.25","No","Low Risk"
22,"24.85","No","Low Risk"
22,"20.85","No","Low Risk"
22,"20.75","No","Low Risk"
22,"20.55","No","Low Risk"
22,"20.45","No","Low Risk"
22,"20.3","No","Low Risk"
22,"20.3","No","Low Risk"
22,"20.25","No","Low Risk"
22,"20.15","No","Low Risk"
22,"20.15","No","Low Risk"
22,"20.05","No","Low Risk"
22,"20.05","No","Low Risk"
22,"19.95","No","Low Risk"
22,"19.9","No","Low Risk"
22,"19.6","No","Low Risk"
22,"19.25","No","Low Risk"
22,"19.05","No","Low Risk"
21,"104.55","No","Low Risk"
21,"104.35","No","Low Risk"
21,"103.85","No","Low Risk"
21,"99.85","No","Low Risk"
21,"99.15","No","Low Risk"
21,"95.4","No","Low Risk"
21,"94.3","No","Low Risk"
21,"90.05","No","Low Risk"
21,"54.6","No","Low Risk"
21,"53.15","No","Low Risk"
21,"45.65","No","Low Risk"
21,"44.95","No","Low Risk"
21,"43.55","No","Low Risk"
21,"36","No","Low Risk"
21,"35.1","No","Low Risk"
21,"28.5","No","Low Risk"
21,"26.05","No","Low Risk"
21,"24.7","No","Low Risk"
21,"20.85","No","Low Risk"
21,"20.75","No","Low Risk"
21,"20.5","No","Low Risk"
21,"20.5","No","Low Risk"
21,"20.35","No","Low Risk"
21,"20","No","Low Risk"
21,"19.95","No","Low Risk"
21,"19.8","No","Low Risk"
21,"19.6","No","Low Risk"
21,"19.6","No","Low Risk"
20,"108.2","No","Low Risk"
20,"107.05","No","Low Risk"
20,"98.55","No","Low Risk"
20,"96.8","No","Low Risk"
20,"96.55","No","Low Risk"
20,"95.5","No","Low Risk"
20,"94.3","No","Low Risk"
20,"91","No","Low Risk"
20,"90.7","No","Low Risk"
20,"89.95","No","Low Risk"
20,"89.4","No","Low Risk"
20,"89.1","No","Low Risk"
20,"55","No","Low Risk"
20,"54","No","Low Risk"
20,"51.8","No","Low Risk"
20,"50","No","Low Risk"
20,"49.6","No","Low Risk"
20,"44.35","No","Low Risk"
20,"39.4","No","Low Risk"
20,"25.55","No","Low Risk"
20,"24.9","No","Low Risk"
20,"20.65","No","Low Risk"
20,"20.35","No","Low Risk"
20,"20.35","No","Low Risk"
20,"20.05","No","Low Risk"
20,"20.05","No","Low Risk"
20,"20","No","Low Risk"
20,"20","No","Low Risk"
20,"19.7","No","Low Risk"
20,"19.7","No","Low Risk"
20,"19.7","No","Low Risk"
20,"19.7","No","Low Risk"
20,"19.6","No","Low Risk"
20,"19.5","No","Low Risk"
20,"19.5","No","Low Risk"
20,"19.4","No","Low Risk"
20,"19.35","No","Low Risk"
20,"19.25","No","Low Risk"
20,"18.9","No","Low Risk"
19,"105","No","Low Risk"
19,"96.8","No","Low Risk"
19,"94.95","No","Low Risk"
19,"89.95","No","Low Risk"
19,"89.35","No","Low Risk"
19,"89.1","No","Low Risk"
19,"56.2","No","Low Risk"
19,"56.1","No","Low Risk"
19,"50.1","No","Low Risk"
19,"49.6","No","Low Risk"
19,"48.95","No","Low Risk"
19,"48.8","No","Low Risk"
19,"45","No","Low Risk"
19,"44.9","No","Low Risk"
19,"39.7","No","Low Risk"
19,"34.95","No","Low Risk"
19,"34.3","No","Low Risk"
19,"25.6","No","Low Risk"
19,"25.35","No","Low Risk"
19,"25.15","No","Low Risk"
19,"24.9","No","Low Risk"
19,"24.85","No","Low Risk"
19,"24.7","No","Low Risk"
19,"24.1","No","Low Risk"
19,"20.85","No","Low Risk"
19,"20.6","No","Low Risk"
19,"20.5","No","Low Risk"
19,"20.25","No","Low Risk"
19,"20.2","No","Low Risk"
19,"20.2","No","Low Risk"
19,"20.15","No","Low Risk"
19,"20","No","Low Risk"
19,"19.95","No","Low Risk"
19,"19.9","No","Low Risk"
19,"19.9","No","Low Risk"
19,"19.8","No","Low Risk"
19,"19.7","No","Low Risk"
19,"19.65","No","Low Risk"
19,"18.8","No","Low Risk"
18,"103.6","No","Low Risk"
18,"101.3","No","Low Risk"
18,"95.95","No","Low Risk"
18,"95.05","No","Low Risk"
18,"94.75","No","Low Risk"
18,"93.9","No","Low Risk"
18,"89.6","No","Low Risk"
18,"57.65","No","Low Risk"
18,"56.8","No","Low Risk"
18,"56.25","No","Low Risk"
18,"55.95","No","Low Risk"
18,"55.2","No","Low Risk"
18,"54.4","No","Low Risk"
18,"50.3","No","Low Risk"
18,"50.3","No","Low Risk"
18,"50","No","Low Risk"
18,"49.85","No","Low Risk"
18,"46.4","No","Low Risk"
18,"45.65","No","Low Risk"
18,"44.35","No","Low Risk"
18,"40.2","No","Low Risk"
18,"35.2","No","Low Risk"
18,"33.6","No","Low Risk"
18,"25.55","No","Low Risk"
18,"25.3","No","Low Risk"
18,"25.15","No","Low Risk"
18,"25.1","No","Low Risk"
18,"24.65","No","Low Risk"
18,"23.75","No","Low Risk"
18,"20.45","No","Low Risk"
18,"20.35","No","Low Risk"
18,"20.25","No","Low Risk"
18,"20.1","No","Low Risk"
18,"20.1","No","Low Risk"
18,"20.1","No","Low Risk"
18,"20.05","No","Low Risk"
18,"20.05","No","Low Risk"
18,"20.05","No","Low Risk"
18,"19.8","No","Low Risk"
18,"19.65","No","Low Risk"
18,"19.65","No","Low Risk"
18,"19.55","No","Low Risk"
18,"19.35","No","Low Risk"
18,"19.25","No","Low Risk"
18,"19","No","Low Risk"
17,"106.65","No","Low Risk"
17,"102.55","No","Low Risk"
17,"101.8","No","Low Risk"
17,"96.65","No","Low Risk"
17,"95.65","No","Low Risk"
17,"94.8","No","Low Risk"
17,"94.2","No","Low Risk"
17,"92.7","No","Low Risk"
17,"92.6","No","Low Risk"
17,"92.55","No","Low Risk"
17,"90.95","No","Low Risk"
17,"56.1","No","Low Risk"
17,"55.5","No","Low Risk"
17,"55.35","No","Low Risk"
17,"54.6","No","Low Risk"
17,"50.3","No","Low Risk"
17,"49.8","No","Low Risk"
17,"44.6","No","Low Risk"
17,"44.45","No","Low Risk"
17,"35.65","No","Low Risk"
17,"34.4","No","Low Risk"
17,"25.65","No","Low Risk"
17,"25.15","No","Low Risk"
17,"25.1","No","Low Risk"
17,"24.8","No","Low Risk"
17,"21.1","No","Low Risk"
17,"20.75","No","Low Risk"
17,"20.65","No","Low Risk"
17,"20.5","No","Low Risk"
17,"20.15","No","Low Risk"
17,"20.1","No","Low Risk"
17,"20.05","No","Low Risk"
17,"19.95","No","Low Risk"
17,"19.9","No","Low Risk"
17,"19.9","No","Low Risk"
17,"19.7","No","Low Risk"
17,"19.65","No","Low Risk"
17,"19.55","No","Low Risk"
17,"19.45","No","Low Risk"
17,"19.4","No","Low Risk"
17,"19.35","No","Low Risk"
17,"19.15","No","Low Risk"
16,"112.95","No","Low Risk"
16,"100.7","No","Low Risk"
16,"94.65","No","Low Risk"
16,"91.55","No","Low Risk"
16,"90.8","No","Low Risk"
16,"90.7","No","Low Risk"
16,"55.85","No","Low Risk"
16,"55.3","No","Low Risk"
16,"54.85","No","Low Risk"
16,"54.55","No","Low Risk"
16,"54.1","No","Low Risk"
16,"49.45","No","Low Risk"
16,"38.9","No","Low Risk"
16,"35.5","No","Low Risk"
16,"20.6","No","Low Risk"
16,"20.5","No","Low Risk"
16,"20.4","No","Low Risk"
16,"20.15","No","Low Risk"
16,"20.1","No","Low Risk"
16,"20.1","No","Low Risk"
16,"20","No","Low Risk"
16,"19.75","No","Low Risk"
16,"19.75","No","Low Risk"
16,"19.75","No","Low Risk"
16,"19.7","No","Low Risk"
16,"19.6","No","Low Risk"
16,"19.35","No","Low Risk"
16,"19.35","No","Low Risk"
16,"19.3","No","Low Risk"
16,"19.05","No","Low Risk"
16,"18.95","No","Low Risk"
15,"105.35","No","Low Risk"
15,"103.45","No","Low Risk"
15,"101.9","No","Low Risk"
15,"101.75","No","Low Risk"
15,"100.15","No","Low Risk"
15,"99.7","No","Low Risk"
15,"96.5","No","Low Risk"
15,"95.7","No","Low Risk"
15,"94.65","No","Low Risk"
15,"94","No","Low Risk"
15,"91.5","No","Low Risk"
15,"91","No","Low Risk"
15,"56.15","No","Low Risk"
15,"55.2","No","Low Risk"
15,"51.1","No","Low Risk"
15,"50.75","No","Low Risk"
15,"49","No","Low Risk"
15,"48.85","No","Low Risk"
15,"48.85","No","Low Risk"
15,"48.8","No","Low Risk"
15,"46.3","No","Low Risk"
15,"45.9","No","Low Risk"
15,"38.8","No","Low Risk"
15,"30.2","No","Low Risk"
15,"26.35","No","Low Risk"
15,"25.25","No","Low Risk"
15,"25.2","No","Low Risk"
15,"25.05","No","Low Risk"
15,"24.8","No","Low Risk"
15,"20.55","No","Low Risk"
15,"20.45","No","Low Risk"
15,"20.35","No","Low Risk"
15,"20.1","No","Low Risk"
15,"20.05","No","Low Risk"
15,"19.9","No","Low Risk"
15,"19.8","No","Low Risk"
15,"19.8","No","Low Risk"
15,"19.8","No","Low Risk"
15,"19.75","No","Low Risk"
15,"19.65","No","Low Risk"
15,"19.65","No","Low Risk"
15,"19.6","No","Low Risk"
15,"19.6","No","Low Risk"
15,"19.5","No","Low Risk"
15,"19.45","No","Low Risk"
15,"19.35","No","Low Risk"
15,"18.8","No","Low Risk"
14,"95.8","No","Low Risk"
14,"95.6","No","Low Risk"
14,"92.9","No","Low Risk"
14,"55.7","No","Low Risk"
14,"55.5","No","Low Risk"
14,"55","No","Low Risk"
14,"54.25","No","Low Risk"
14,"51.45","No","Low Risk"
14,"50.45","No","Low Risk"
14,"50.2","No","Low Risk"
14,"50.1","No","Low Risk"
14,"48.8","No","Low Risk"
14,"46.35","No","Low Risk"
14,"44.6","No","Low Risk"
14,"39.7","No","Low Risk"
14,"31.1","No","Low Risk"
14,"25.55","No","Low Risk"
14,"24.8","No","Low Risk"
14,"20.4","No","Low Risk"
14,"20.4","No","Low Risk"
14,"20.05","No","Low Risk"
14,"19.95","No","Low Risk"
14,"19.9","No","Low Risk"
14,"19.75","No","Low Risk"
14,"19.7","No","Low Risk"
14,"19.65","No","Low Risk"
14,"19.6","No","Low Risk"
14,"19.55","No","Low Risk"
14,"19.5","No","Low Risk"
14,"19.35","No","Low Risk"
14,"18.8","No","Low Risk"
13,"104.15","No","Low Risk"
13,"100.75","No","Low Risk"
13,"97","No","Low Risk"
13,"96.85","No","Low Risk"
13,"93.8","No","Low Risk"
13,"56","No","Low Risk"
13,"55.15","No","Low Risk"
13,"54.8","No","Low Risk"
13,"54.15","No","Low Risk"
13,"53.45","No","Low Risk"
13,"52.1","No","Low Risk"
13,"50.55","No","Low Risk"
13,"49.95","No","Low Risk"
13,"49.15","No","Low Risk"
13,"45.3","No","Low Risk"
13,"44.8","No","Low Risk"
13,"44","No","Low Risk"
13,"43.8","No","Low Risk"
13,"40.55","No","Low Risk"
13,"35.4","No","Low Risk"
13,"31.65","No","Low Risk"
13,"30.85","No","Low Risk"
13,"30.15","No","Low Risk"
13,"29.15","No","Low Risk"
13,"25.15","No","Low Risk"
13,"25","No","Low Risk"
13,"24.5","No","Low Risk"
13,"20.85","No","Low Risk"
13,"20.45","No","Low Risk"
13,"20.4","No","Low Risk"
13,"20.4","No","Low Risk"
13,"20.3","No","Low Risk"
13,"20.2","No","Low Risk"
13,"20","No","Low Risk"
13,"20","No","Low Risk"
13,"19.95","No","Low Risk"
13,"19.95","No","Low Risk"
13,"19.95","No","Low Risk"
13,"19.85","No","Low Risk"
13,"19.75","No","Low Risk"
13,"19.75","No","Low Risk"
13,"19.65","No","Low Risk"
13,"19.55","No","Low Risk"
13,"19.45","No","Low Risk"
13,"19.45","No","Low Risk"
13,"19.3","No","Low Risk"
13,"19.3","No","Low Risk"
13,"18.8","No","Low Risk"
12,"105.3","No","Low Risk"
12,"95.7","No","Low Risk"
12,"94.55","No","Low Risk"
12,"89.55","No","Low Risk"
12,"89.15","No","Low Risk"
12,"56.3","No","Low Risk"
12,"54.3","No","Low Risk"
12,"54.2","No","Low Risk"
12,"53.75","No","Low Risk"
12,"51.25","No","Low Risk"
12,"50.95","No","Low Risk"
12,"49.85","No","Low Risk"
12,"49.85","No","Low Risk"
12,"49.4","No","Low Risk"
12,"49.2","No","Low Risk"
12,"49.05","No","Low Risk"
12,"45.9","No","Low Risk"
12,"45.05","No","Low Risk"
12,"45","No","Low Risk"
12,"43.8","No","Low Risk"
12,"35.5","No","Low Risk"
12,"34","No","Low Risk"
12,"33.6","No","Low Risk"
12,"33.15","No","Low Risk"
12,"30.25","No","Low Risk"
12,"29.35","No","Low Risk"
12,"29.3","No","Low Risk"
12,"26.4","No","Low Risk"
12,"25.4","No","Low Risk"
12,"25.25","No","Low Risk"
12,"25","No","Low Risk"
12,"24.95","No","Low Risk"
12,"24","No","Low Risk"
12,"21.15","No","Low Risk"
12,"21.05","No","Low Risk"
12,"21.05","No","Low Risk"
12,"20.5","No","Low Risk"
12,"20.45","No","Low Risk"
12,"20.4","No","Low Risk"
12,"20.3","No","Low Risk"
12,"20.3","No","Low Risk"
12,"20.15","No","Low Risk"
12,"20.1","No","Low Risk"
12,"20.1","No","Low Risk"
12,"20.05","No","Low Risk"
12,"20.05","No","Low Risk"
12,"20.05","No","Low Risk"
12,"19.8","No","Low Risk"
12,"19.7","No","Low Risk"
12,"19.7","No","Low Risk"
12,"19.7","No","Low Risk"
12,"19.45","No","Low Risk"
12,"19.45","No","Low Risk"
12,"19.4","No","Low Risk"
12,"19.35","No","Low Risk"
12,"19.35","No","Low Risk"
12,"19.3","No","Low Risk"
12,"19.2","No","Low Risk"
11,"111.4","No","Low Risk"
11,"94.2","No","Low Risk"
11,"90.6","No","Low Risk"
11,"89.2","No","Low Risk"
11,"55.6","No","Low Risk"
11,"55.05","No","Low Risk"
11,"54.6","No","Low Risk"
11,"54.55","No","Low Risk"
11,"53.8","No","Low Risk"
11,"51.1","No","Low Risk"
11,"51","No","Low Risk"
11,"50.55","No","Low Risk"
11,"45.9","No","Low Risk"
11,"45.2","No","Low Risk"
11,"44.65","No","Low Risk"
11,"40.4","No","Low Risk"
11,"36.05","No","Low Risk"
11,"35.8","No","Low Risk"
11,"35.65","No","Low Risk"
11,"34.7","No","Low Risk"
11,"29.6","No","Low Risk"
11,"25.2","No","Low Risk"
11,"25.2","No","Low Risk"
11,"25","No","Low Risk"
11,"20.95","No","Low Risk"
11,"20.9","No","Low Risk"
11,"20.6","No","Low Risk"
11,"20.55","No","Low Risk"
11,"20.45","No","Low Risk"
11,"20.45","No","Low Risk"
11,"20.4","No","Low Risk"
11,"20.35","No","Low Risk"
11,"20.3","No","Low Risk"
11,"20.25","No","Low Risk"
11,"20.05","No","Low Risk"
11,"20","No","Low Risk"
11,"20","No","Low Risk"
11,"19.7","No","Low Risk"
11,"19.65","No","Low Risk"
11,"19.55","No","Low Risk"
11,"19.5","No","Low Risk"
10,"56.75","No","Low Risk"
10,"55.55","No","Low Risk"
10,"54.95","No","Low Risk"
10,"54.5","No","Low Risk"
10,"54.25","No","Low Risk"
10,"53.7","No","Low Risk"
10,"51.65","No","Low Risk"
10,"51.2","No","Low Risk"
10,"49.55","No","Low Risk"
10,"46","No","Low Risk"
10,"45.8","No","Low Risk"
10,"45.25","No","Low Risk"
10,"40.7","No","Low Risk"
10,"40.25","No","Low Risk"
10,"36.25","No","Low Risk"
10,"35.75","No","Low Risk"
10,"34.55","No","Low Risk"
10,"29.75","No","Low Risk"
10,"29.6","No","Low Risk"
10,"26.1","No","Low Risk"
10,"25.7","No","Low Risk"
10,"24.8","No","Low Risk"
10,"24.5","No","Low Risk"
10,"24.4","No","Low Risk"
10,"24","No","Low Risk"
10,"21.2","No","Low Risk"
10,"20.9","No","Low Risk"
10,"20.55","No","Low Risk"
10,"20.55","No","Low Risk"
10,"20.45","No","Low Risk"
10,"20.35","No","Low Risk"
10,"20.15","No","Low Risk"
10,"20.1","No","Low Risk"
10,"20.05","No","Low Risk"
10,"20","No","Low Risk"
10,"20","No","Low Risk"
10,"20","No","Low Risk"
10,"19.95","No","Low Risk"
10,"19.95","No","Low Risk"
10,"19.9","No","Low Risk"
10,"19.85","No","Low Risk"
10,"19.8","No","Low Risk"
10,"19.8","No","Low Risk"
10,"19.75","No","Low Risk"
10,"19.6","No","Low Risk"
10,"19.5","No","Low Risk"
10,"19.3","No","Low Risk"
10,"18.85","No","Low Risk"
9,"55.3","No","Low Risk"
9,"54.8","No","Low Risk"
9,"50.85","No","Low Risk"
9,"50.8","No","Low Risk"
9,"50.1","No","Low Risk"
9,"49.2","No","Low Risk"
9,"48.6","No","Low Risk"
9,"44.4","No","Low Risk"
9,"43.75","No","Low Risk"
9,"40.75","No","Low Risk"
9,"39.55","No","Low Risk"
9,"24.95","No","Low Risk"
9,"24.6","No","Low Risk"
9,"21.25","No","Low Risk"
9,"20.45","No","Low Risk"
9,"20.4","No","Low Risk"
9,"20.4","No","Low Risk"
9,"20.35","No","Low Risk"
9,"20.25","No","Low Risk"
9,"20.25","No","Low Risk"
9,"20.15","No","Low Risk"
9,"20.15","No","Low Risk"
9,"20.1","No","Low Risk"
9,"19.9","No","Low Risk"
9,"19.85","No","Low Risk"
9,"19.85","No","Low Risk"
9,"19.75","No","Low Risk"
9,"19.7","No","Low Risk"
9,"19.6","No","Low Risk"
9,"19.5","No","Low Risk"
9,"19.5","No","Low Risk"
9,"19.05","No","Low Risk"
8,"56.3","No","Low Risk"
8,"55.75","No","Low Risk"
8,"54.75","No","Low Risk"
8,"54.75","No","Low Risk"
8,"54.65","No","Low Risk"
8,"54.4","No","Low Risk"
8,"54.25","No","Low Risk"
8,"51.3","No","Low Risk"
8,"49.55","No","Low Risk"
8,"49.4","No","Low Risk"
8,"45.45","No","Low Risk"
8,"44.65","No","Low Risk"
8,"44.55","No","Low Risk"
8,"44.45","No","Low Risk"
8,"43.55","No","Low Risk"
8,"43.45","No","Low Risk"
8,"43.35","No","Low Risk"
8,"38.5","No","Low Risk"
8,"29.35","No","Low Risk"
8,"29.25","No","Low Risk"
8,"25.25","No","Low Risk"
8,"24.4","No","Low Risk"
8,"21.05","No","Low Risk"
8,"20.85","No","Low Risk"
8,"20.7","No","Low Risk"
8,"20.45","No","Low Risk"
8,"20.35","No","Low Risk"
8,"20.25","No","Low Risk"
8,"20.25","No","Low Risk"
8,"20.2","No","Low Risk"
8,"20.15","No","Low Risk"
8,"20.05","No","Low Risk"
8,"20","No","Low Risk"
8,"19.95","No","Low Risk"
8,"19.9","No","Low Risk"
8,"19.85","No","Low Risk"
8,"19.8","No","Low Risk"
8,"19.7","No","Low Risk"
8,"19.7","No","Low Risk"
8,"19.65","No","Low Risk"
8,"19.6","No","Low Risk"
8,"19.55","No","Low Risk"
8,"19.5","No","Low Risk"
8,"19.5","No","Low Risk"
8,"19.45","No","Low Risk"
8,"19.35","No","Low Risk"
8,"19.2","No","Low Risk"
8,"19.2","No","Low Risk"
8,"19.05","No","Low Risk"
7,"54.85","No","Low Risk"
7,"53.65","No","Low Risk"
7,"51.3","No","Low Risk"
7,"50.7","No","Low Risk"
7,"50.3","No","Low Risk"
7,"49.65","No","Low Risk"
7,"48.8","No","Low Risk"
7,"48.2","No","Low Risk"
7,"45.75","No","Low Risk"
7,"44.75","No","Low Risk"
7,"44.65","No","Low Risk"
7,"44.4","No","Low Risk"
7,"44.25","No","Low Risk"
7,"43.9","No","Low Risk"
7,"38.55","No","Low Risk"
7,"35.5","No","Low Risk"
7,"35.3","No","Low Risk"
7,"34.65","No","Low Risk"
7,"34.2","No","Low Risk"
7,"29.8","No","Low Risk"
7,"29.8","No","Low Risk"
7,"25.05","No","Low Risk"
7,"25.05","No","Low Risk"
7,"24.7","No","Low Risk"
7,"24.35","No","Low Risk"
7,"23.5","No","Low Risk"
7,"20.75","No","Low Risk"
7,"20.65","No","Low Risk"
7,"20.65","No","Low Risk"
7,"20.65","No","Low Risk"
7,"20.65","No","Low Risk"
7,"20.45","No","Low Risk"
7,"20.35","No","Low Risk"
7,"20.25","No","Low Risk"
7,"20.25","No","Low Risk"
7,"20.25","No","Low Risk"
7,"20.05","No","Low Risk"
7,"19.95","No","Low Risk"
7,"19.9","No","Low Risk"
7,"19.85","No","Low Risk"
7,"19.5","No","Low Risk"
7,"19.45","No","Low Risk"
7,"19.45","No","Low Risk"
7,"19.4","No","Low Risk"
7,"19.3","No","Low Risk"
7,"18.95","No","Low Risk"
6,"55.7","No","Low Risk"
6,"55.15","No","Low Risk"
6,"55","No","Low Risk"
6,"54.85","No","Low Risk"
6,"50.95","No","Low Risk"
6,"50.35","No","Low Risk"
6,"50.05","No","Low Risk"
6,"49.5","No","Low Risk"
6,"49.45","No","Low Risk"
6,"49.25","No","Low Risk"
6,"49.15","No","Low Risk"
6,"48.95","No","Low Risk"
6,"48.8","No","Low Risk"
6,"45.65","No","Low Risk"
6,"45.5","No","Low Risk"
6,"45","No","Low Risk"
6,"44.7","No","Low Risk"
6,"44.4","No","Low Risk"
6,"40.55","No","Low Risk"
6,"29.45","No","Low Risk"
6,"26.35","No","Low Risk"
6,"25.4","No","Low Risk"
6,"25.1","No","Low Risk"
6,"20.95","No","Low Risk"
6,"20.7","No","Low Risk"
6,"20.65","No","Low Risk"
6,"20.6","No","Low Risk"
6,"20.4","No","Low Risk"
6,"20.2","No","Low Risk"
6,"20.2","No","Low Risk"
6,"20.15","No","Low Risk"
6,"20.1","No","Low Risk"
6,"20","No","Low Risk"
6,"19.85","No","Low Risk"
6,"19.85","No","Low Risk"
6,"19.7","No","Low Risk"
6,"19.7","No","Low Risk"
6,"19.7","No","Low Risk"
6,"19.7","No","Low Risk"
6,"19.65","No","Low Risk"
6,"19.65","No","Low Risk"
6,"19.55","No","Low Risk"
6,"19.55","No","Low Risk"
6,"19.55","No","Low Risk"
6,"19.5","No","Low Risk"
6,"19.45","No","Low Risk"
6,"19.15","No","Low Risk"
6,"19","No","Low Risk"
6,"18.95","No","Low Risk"
5,"56.15","No","Low Risk"
5,"55.8","No","Low Risk"
5,"55.8","No","Low Risk"
5,"55.75","No","Low Risk"
5,"55.7","No","Low Risk"
5,"53.8","No","Low Risk"
5,"51.35","No","Low Risk"
5,"51","No","Low Risk"
5,"50.95","No","Low Risk"
5,"50.55","No","Low Risk"
5,"49.4","No","Low Risk"
5,"48.65","No","Low Risk"
5,"45.4","No","Low Risk"
5,"44.8","No","Low Risk"
5,"44.05","No","Low Risk"
5,"34.25","No","Low Risk"
5,"30.5","No","Low Risk"
5,"25.45","No","Low Risk"
5,"25.05","No","Low Risk"
5,"24.3","No","Low Risk"
5,"24.3","No","Low Risk"
5,"20.65","No","Low Risk"
5,"20.55","No","Low Risk"
5,"20.55","No","Low Risk"
5,"20.5","No","Low Risk"
5,"20.45","No","Low Risk"
5,"20.35","No","Low Risk"
5,"20.35","No","Low Risk"
5,"20.25","No","Low Risk"
5,"20.2","No","Low Risk"
5,"20.15","No","Low Risk"
5,"20.1","No","Low Risk"
5,"20.05","No","Low Risk"
5,"20.05","No","Low Risk"
5,"19.95","No","Low Risk"
5,"19.95","No","Low Risk"
5,"19.65","No","Low Risk"
5,"19.55","No","Low Risk"
5,"19.45","No","Low Risk"
5,"19.25","No","Low Risk"
4,"57.2","No","Low Risk"
4,"56.75","No","Low Risk"
4,"56.4","No","Low Risk"
4,"55.9","No","Low Risk"
4,"55.5","No","Low Risk"
4,"55.3","No","Low Risk"
4,"55.2","No","Low Risk"
4,"54.7","No","Low Risk"
4,"50.95","No","Low Risk"
4,"50.8","No","Low Risk"
4,"50.7","No","Low Risk"
4,"50.55","No","Low Risk"
4,"50.3","No","Low Risk"
4,"49.25","No","Low Risk"
4,"48.75","No","Low Risk"
4,"48.25","No","Low Risk"
4,"45.9","No","Low Risk"
4,"45.25","No","Low Risk"
4,"44.8","No","Low Risk"
4,"44.8","No","Low Risk"
4,"44.55","No","Low Risk"
4,"42.4","No","Low Risk"
4,"40.05","No","Low Risk"
4,"38.55","No","Low Risk"
4,"35","No","Low Risk"
4,"30.5","No","Low Risk"
4,"29.9","No","Low Risk"
4,"29.15","No","Low Risk"
4,"29.05","No","Low Risk"
4,"25.45","No","Low Risk"
4,"25.3","No","Low Risk"
4,"25.25","No","Low Risk"
4,"25.15","No","Low Risk"
4,"24.1","No","Low Risk"
4,"23.9","No","Low Risk"
4,"20.85","No","Low Risk"
4,"20.7","No","Low Risk"
4,"20.7","No","Low Risk"
4,"20.5","No","Low Risk"
4,"20.5","No","Low Risk"
4,"20.45","No","Low Risk"
4,"20.4","No","Low Risk"
4,"20.4","No","Low Risk"
4,"20.2","No","Low Risk"
4,"20.15","No","Low Risk"
4,"20.15","No","Low Risk"
4,"20.15","No","Low Risk"
4,"20.05","No","Low Risk"
4,"20.05","No","Low Risk"
4,"20.05","No","Low Risk"
4,"19.95","No","Low Risk"
4,"19.95","No","Low Risk"
4,"19.95","No","Low Risk"
4,"19.9","No","Low Risk"
4,"19.85","No","Low Risk"
4,"19.75","No","Low Risk"
4,"19.7","No","Low Risk"
4,"19.65","No","Low Risk"
4,"19.6","No","Low Risk"
4,"19.55","No","Low Risk"
4,"19.5","No","Low Risk"
4,"19.4","No","Low Risk"
4,"19","No","Low Risk"
4,"19","No","Low Risk"
4,"18.85","No","Low Risk"
3,"57.55","No","Low Risk"
3,"55.9","No","Low Risk"
3,"55.8","No","Low Risk"
3,"54.65","No","Low Risk"
3,"54.2","No","Low Risk"
3,"50.5","No","Low Risk"
3,"50.4","No","Low Risk"
3,"50.25","No","Low Risk"
3,"50.15","No","Low Risk"
3,"46.1","No","Low Risk"
3,"45.45","No","Low Risk"
3,"44.75","No","Low Risk"
3,"44.6","No","Low Risk"
3,"41.35","No","Low Risk"
3,"40.3","No","Low Risk"
3,"35.1","No","Low Risk"
3,"34.8","No","Low Risk"
3,"30.75","No","Low Risk"
3,"30.4","No","Low Risk"
3,"29.9","No","Low Risk"
3,"29.8","No","Low Risk"
3,"29.75","No","Low Risk"
3,"29.65","No","Low Risk"
3,"29.2","No","Low Risk"
3,"26.4","No","Low Risk"
3,"25.1","No","Low Risk"
3,"25","No","Low Risk"
3,"24.6","No","Low Risk"
3,"23.6","No","Low Risk"
3,"21.2","No","Low Risk"
3,"20.85","No","Low Risk"
3,"20.85","No","Low Risk"
3,"20.75","No","Low Risk"
3,"20.7","No","Low Risk"
3,"20.55","No","Low Risk"
3,"20.5","No","Low Risk"
3,"20.4","No","Low Risk"
3,"20.25","No","Low Risk"
3,"20.25","No","Low Risk"
3,"20.2","No","Low Risk"
3,"20.2","No","Low Risk"
3,"20.05","No","Low Risk"
3,"20","No","Low Risk"
3,"20","No","Low Risk"
3,"20","No","Low Risk"
3,"19.95","No","Low Risk"
3,"19.95","No","Low Risk"
3,"19.9","No","Low Risk"
3,"19.85","No","Low Risk"
3,"19.65","No","Low Risk"
3,"19.65","No","Low Risk"
3,"19.6","No","Low Risk"
3,"19.6","No","Low Risk"
3,"19.55","No","Low Risk"
3,"19.45","No","Low Risk"
